	Joy	Anger	Sadness	Fear	Disgust
virtude	     3.797	     1.123	     1.226	     1.241	     1.105
visão	     3.264	     1.217	     1.388	     1.241	     1.203
vómito	     1.139	     2.530	     2.479	     2.170	     2.584
guerra	     1.169	     2.583	     3.116	     2.838	     2.145
calor	     3.314	     1.319	     1.307	     1.427	     1.319
vespa	     1.472	     2.156	     1.988	     2.727	     1.958
desperdício	     1.210	     2.672	     2.535	     2.310	     2.093
água	     3.570	     1.171	     1.373	     1.297	     1.154
cascata	     3.452	     1.128	     1.230	     1.183	     1.115
endinheirado	     3.021	     1.340	     1.370	     1.353	     1.322
arma	     1.235	     2.603	     2.222	     3.109	     2.128
cansado	     1.284	     2.087	     2.003	     1.739	     2.547
casamento	     3.069	     1.395	     1.410	     1.465	     1.267
rameira	     1.451	     1.912	     1.991	     2.130	     1.932
malvado	     1.233	     2.837	     2.432	     3.045	     2.296
ganhar	     4.192	     1.231	     1.347	     1.561	     1.123
janela	     2.802	     1.214	     1.293	     1.236	     1.213
vinho	     2.525	     1.244	     1.327	     1.376	     1.266
sábio	     3.680	     1.151	     1.277	     1.330	     1.212
mulher	     3.506	     1.212	     1.269	     1.395	     1.188
admiração	     3.643	     1.206	     1.308	     1.361	     1.172
mundo	     3.268	     1.279	     1.413	     1.492	     1.208
astronauta	     2.470	     1.235	     1.287	     1.318	     1.305
banho	     3.629	     1.131	     1.255	     1.221	     1.146
numerário	     1.813	     1.340	     1.355	     1.353	     1.254
gato	     2.921	     1.212	     1.294	     1.249	     1.229
chocolate	     3.922	     1.190	     1.264	     1.287	     1.157
casal	     3.444	     1.301	     1.428	     1.334	     1.262
bailarino	     2.538	     1.268	     1.496	     1.447	     1.247
anseio	     1.940	     1.872	     1.739	     2.630	     1.469
jantar	     3.488	     1.225	     1.417	     1.296	     1.208
mergulhador	     2.204	     1.299	     1.314	     1.286	     1.199
cão	     3.464	     1.212	     1.411	     1.365	     1.147
erótico	     2.995	     1.320	     1.328	     1.459	     1.255
fogo-de-artifício	     3.480	     1.450	     1.513	     1.561	     1.312
comida	     3.421	     1.214	     1.216	     1.266	     1.181
ginasta	     2.534	     1.226	     1.245	     1.298	     1.239
capricho	     1.688	     1.659	     1.745	     1.956	     1.899
gatinho	     3.514	     1.146	     1.264	     1.207	     1.099
leão	     2.370	     1.369	     1.469	     1.879	     1.369
luxúria	     2.106	     1.450	     1.396	     1.520	     1.471
despido	     2.483	     1.379	     1.341	     1.650	     1.319
exterior	     3.039	     1.231	     1.262	     1.267	     1.224
coruja	     1.891	     1.253	     1.292	     1.317	     1.223
crepe	     3.550	     1.221	     1.337	     1.350	     1.201
massa	     2.918	     1.197	     1.277	     1.214	     1.194
gente	     2.836	     1.269	     1.322	     1.354	     1.319
pizza	     3.503	     1.204	     1.225	     1.289	     1.210
coelho	     2.432	     1.336	     1.408	     1.390	     1.212
montanha-russa	     3.264	     1.488	     1.428	     1.768	     1.280
veleiro	     2.887	     1.264	     1.393	     1.236	     1.203
sexy	     3.745	     1.358	     1.435	     1.518	     1.252
baloiço	     3.392	     1.196	     1.376	     1.312	     1.168
sol	     4.088	     1.176	     1.297	     1.181	     1.106
nuvens	     3.057	     1.151	     1.269	     1.257	     1.183
liga	     2.042	     1.389	     1.380	     1.540	     1.431
golfista	     1.579	     1.304	     1.294	     1.395	     1.210
falcão	     1.937	     1.347	     1.419	     1.508	     1.297
homem	     3.071	     1.380	     1.478	     1.486	     1.292
enfermeira	     2.358	     1.323	     1.362	     1.445	     1.229
avião	     2.867	     1.196	     1.446	     1.520	     1.208
ténis	     2.352	     1.349	     1.388	     1.398	     1.249
autocarro	     1.431	     1.325	     1.353	     1.523	     1.314
branco	     2.821	     1.206	     1.311	     1.232	     1.178
preto	     1.899	     1.282	     1.287	     1.320	     1.261
azul	     3.077	     1.222	     1.323	     1.279	     1.207
amarelo	     2.408	     1.249	     1.336	     1.249	     1.181
adulto	     2.133	     1.255	     1.269	     1.311	     1.254
cesto	     1.697	     1.308	     1.315	     1.361	     1.264
sanitário	     1.467	     1.528	     1.642	     1.440	     1.567
cama	     3.625	     1.158	     1.269	     1.200	     1.101
edifício	     1.705	     1.404	     1.379	     1.349	     1.332
carro	     2.722	     1.413	     1.529	     1.469	     1.288
computador	     3.584	     1.285	     1.375	     1.382	     1.230
precipício	     1.239	     2.727	     2.284	     2.702	     2.002
vaca	     1.686	     1.343	     1.365	     1.388	     1.219
apanhador	     1.523	     1.238	     1.240	     1.430	     1.227
face	     2.292	     1.275	     1.400	     1.369	     1.305
quinta	     2.525	     1.345	     1.473	     1.388	     1.241
campo	     3.474	     1.146	     1.259	     1.265	     1.117
peixe	     1.854	     1.239	     1.271	     1.296	     1.212
garfo	     1.905	     1.274	     1.287	     1.231	     1.292
secador	     1.783	     1.378	     1.358	     1.368	     1.300
auto-estrada	     1.956	     1.368	     1.447	     1.573	     1.326
casa	     3.784	     1.126	     1.245	     1.245	     1.107
boca-de-incêndio	     1.750	     1.518	     1.509	     1.515	     1.387
ferro	     1.630	     1.338	     1.389	     1.406	     1.226
lâmpada	     2.228	     1.237	     1.257	     1.287	     1.344
cogumelo	     2.271	     1.241	     1.268	     1.297	     1.373
escritório	     1.617	     1.385	     1.456	     1.653	     1.276
chuva	     1.566	     1.629	     1.728	     1.806	     1.528
vermelho	     2.100	     1.435	     1.387	     1.558	     1.395
atleta	     2.760	     1.296	     1.367	     1.514	     1.283
firmamento	     1.846	     1.280	     1.276	     1.300	     1.302
arranha-céu	     2.179	     1.355	     1.386	     1.620	     1.281
espaço	     2.769	     1.245	     1.405	     1.245	     1.172
neve	     3.445	     1.245	     1.394	     1.291	     1.265
nadador	     2.593	     1.363	     1.494	     1.404	     1.251
camião	     1.686	     1.177	     1.169	     1.213	     1.179
guarda-chuva	     1.519	     1.477	     1.643	     1.553	     1.669
violino	     3.498	     1.143	     1.258	     1.210	     1.115
vigilância	     1.784	     1.504	     1.460	     1.597	     1.477
viciar	     1.272	     2.311	     2.052	     2.558	     2.056
alcoólico	     1.221	     2.949	     2.424	     3.171	     2.289
abelhas	     1.607	     2.136	     1.819	     2.460	     1.780
sangrento	     1.158	     2.975	     2.592	     3.162	     1.961
pugilista	     1.507	     2.194	     1.978	     2.583	     1.852
queimadura	     1.190	     3.011	     2.817	     3.079	     2.240
célula	     1.889	     1.443	     1.673	     1.724	     1.366
morto	     1.075	     2.843	     3.122	     3.360	     2.809
dentista	     1.636	     1.670	     1.787	     1.975	     1.902
sujo	     1.199	     2.485	     1.960	     1.885	     2.713
afogar-se	     1.081	     2.780	     3.153	     3.708	     2.069
medo	     1.218	     2.127	     2.094	     3.462	     1.940
fuzil	     1.131	     1.973	     3.011	     2.044	     1.824
golpe	     1.231	     2.662	     2.184	     2.609	     2.222
lesão	     1.184	     2.303	     2.795	     2.537	     2.041
faca	     1.352	     2.198	     2.105	     2.460	     1.930
lésbica	     1.626	     1.315	     1.303	     1.400	     1.316
relâmpago	     2.176	     1.855	     1.577	     2.450	     1.380
masturbar-se	     2.619	     1.424	     1.376	     1.686	     1.430
pânico	     1.200	     2.283	     2.182	     3.426	     1.876
pus	     1.184	     2.195	     2.403	     2.328	     2.142
espingarda	     1.347	     2.985	     2.364	     3.140	     2.000
assustado	     1.254	     2.412	     2.070	     2.282	     2.060
grito	     1.826	     2.159	     1.827	     2.801	     1.596
tubarão	     1.630	     1.944	     1.784	     2.668	     1.733
doente	     1.128	     2.654	     3.032	     2.710	     2.105
crânio	     2.057	     1.268	     1.253	     1.268	     1.338
serpente	     1.236	     2.480	     2.036	     2.559	     1.983
aranha	     1.492	     2.026	     1.818	     1.963	     1.898
faminto	     1.147	     2.330	     2.558	     2.334	     2.744
cirurgia	     1.279	     2.314	     2.396	     2.727	     1.820
tanque	     1.624	     1.402	     1.428	     1.632	     1.299
terrorista	     1.126	     2.707	     2.706	     3.546	     1.922
lixo	     1.148	     2.155	     2.412	     2.254	     2.946
trauma	     1.183	     2.690	     2.562	     3.246	     2.095
urina	     1.409	     1.653	     1.475	     1.611	     1.623
vítima	     1.142	     2.855	     2.535	     2.316	     2.402
vulcão	     1.956	     1.903	     1.757	     2.613	     1.425
feridas	     1.209	     2.622	     2.600	     2.548	     1.965
rapto	     1.076	     3.019	     2.976	     3.535	     2.052
aborto	     1.201	     2.675	     2.172	     2.271	     2.408
absurdo	     1.411	     1.736	     1.718	     1.801	     1.738
abundância	     3.173	     1.304	     1.333	     1.371	     1.250
aprovação	     3.756	     1.348	     1.427	     1.510	     1.248
ás	     3.104	     1.267	     1.376	     1.311	     1.268
dor	     1.090	     2.769	     3.043	     3.671	     2.102
viciado	     1.193	     2.616	     2.230	     2.274	     2.498
vantagem	     3.564	     1.356	     1.280	     1.451	     1.264
aventura	     3.846	     1.307	     1.355	     1.829	     1.141
acordo	     2.906	     1.305	     1.405	     1.328	     1.240
ar	     3.324	     1.219	     1.378	     1.263	     1.144
extraterrestre	     2.100	     1.449	     1.384	     1.658	     1.342
sustento	     1.971	     1.437	     1.478	     1.508	     1.348
vivo	     4.131	     1.296	     1.440	     1.477	     1.196
alergia	     2.189	     1.678	     1.728	     2.486	     1.379
beco	     1.363	     1.596	     1.520	     1.608	     1.607
tornozelo	     1.670	     1.364	     1.374	     1.376	     1.359
resposta	     1.999	     1.377	     1.452	     1.469	     1.299
aplausos	     4.162	     1.226	     1.284	     1.467	     1.139
electrodoméstico	     1.600	     1.290	     1.263	     1.336	     1.281
braço	     2.253	     1.224	     1.252	     1.293	     1.339
arte	     3.553	     1.204	     1.343	     1.313	     1.220
desporto	     3.345	     1.408	     1.493	     1.516	     1.252
avalanche	     1.315	     2.289	     2.376	     2.702	     1.846
avenida	     2.146	     1.269	     1.273	     1.338	     1.277
assar	     1.809	     1.353	     1.415	     1.489	     1.324
ligadura	     1.278	     2.063	     2.158	     2.113	     2.171
cartaz	     2.100	     1.277	     1.308	     1.349	     1.364
bar	     3.170	     1.335	     1.409	     1.491	     1.275
barril	     2.034	     1.314	     1.421	     1.479	     1.290
banheira	     2.626	     1.280	     1.355	     1.285	     1.303
besta	     1.230	     2.352	     2.270	     2.535	     2.004
belo	     3.756	     1.136	     1.235	     1.209	     1.122
banco	     1.890	     1.355	     1.380	     1.339	     1.269
pesar	     1.190	     1.980	     2.127	     2.100	     2.339
bebida	     2.748	     1.280	     1.400	     1.682	     1.286
insípido	     1.297	     1.947	     2.242	     1.886	     2.030
blasfémia	     1.153	     2.173	     2.420	     2.330	     2.571
sorte	     4.021	     1.243	     1.314	     1.329	     1.207
bolha	     1.630	     1.404	     1.485	     1.728	     1.332
loiro	     2.074	     1.231	     1.291	     1.271	     1.220
gordura	     1.216	     2.626	     2.052	     2.103	     2.383
painel	     1.573	     1.460	     1.354	     1.349	     1.383
corpo	     2.934	     1.289	     1.335	     1.391	     1.303
garrafa	     1.849	     1.289	     1.334	     1.322	     1.259
bouquet	     2.612	     1.271	     1.362	     1.303	     1.180
valente	     3.101	     1.330	     1.360	     1.366	     1.275
brisa	     3.562	     1.156	     1.265	     1.187	     1.104
noiva	     2.858	     1.339	     1.426	     1.548	     1.269
brilhante	     4.106	     1.342	     1.462	     1.465	     1.244
quebrado	     1.305	     2.068	     2.121	     2.049	     2.063
bala	     1.219	     3.026	     2.383	     3.027	     2.368
intrometido	     1.278	     2.573	     2.015	     2.292	     2.060
armário	     1.651	     1.338	     1.305	     1.297	     1.323
bengala	     1.462	     1.560	     1.687	     1.617	     1.681
canhão	     1.336	     2.228	     2.148	     2.801	     2.017
carcaça	     1.422	     1.455	     1.516	     1.455	     1.565
casino	     2.122	     1.329	     1.273	     1.487	     1.242
adega	     1.762	     1.428	     1.435	     1.488	     1.328
campeão	     4.077	     1.314	     1.393	     1.460	     1.264
oportunidade	     4.004	     1.294	     1.378	     1.382	     1.228
caos	     1.361	     2.982	     2.307	     3.038	     1.963
queixo	     1.695	     1.350	     1.351	     1.372	     1.264
natal	     4.107	     1.275	     1.374	     1.382	     1.176
círculo	     1.745	     1.278	     1.220	     1.290	     1.233
relógio	     1.858	     1.372	     1.365	     1.477	     1.302
desajeitado	     1.474	     1.918	     1.976	     2.048	     2.087
grosseiro	     1.259	     2.427	     2.201	     2.236	     1.935
costa	     2.673	     1.396	     1.519	     1.453	     1.286
moeda	     2.530	     1.204	     1.253	     1.262	     1.231
frio	     1.499	     1.343	     1.382	     1.621	     1.311
cor	     3.546	     1.221	     1.319	     1.378	     1.208
coluna	     1.471	     1.124	     1.137	     1.187	     1.190
conforto	     3.686	     1.145	     1.272	     1.214	     1.137
cozinheiro	     2.343	     1.264	     1.294	     1.318	     1.184
cordel	     1.524	     1.507	     1.474	     1.495	     1.497
rolha	     1.739	     1.352	     1.356	     1.380	     1.350
esquina	     1.602	     1.323	     1.277	     1.434	     1.312
corredor	     1.703	     1.399	     1.394	     1.423	     1.340
corrupto	     1.103	     3.060	     2.441	     2.375	     2.896
cobarde	     1.127	     2.509	     2.583	     2.304	     2.993
crime	     1.129	     2.993	     2.993	     2.965	     2.325
criminoso	     1.211	     2.751	     2.523	     3.138	     2.305
crise	     1.189	     2.765	     2.693	     2.847	     2.130
bruto	     1.191	     2.989	     2.348	     2.843	     2.658
muleta	     1.411	     1.934	     2.151	     2.012	     1.715
cozinha	     2.797	     1.330	     1.464	     1.364	     1.249
cortinas	     1.596	     1.230	     1.214	     1.256	     1.197
corte	     1.423	     2.164	     1.904	     2.711	     2.057
dano	     1.195	     2.482	     2.382	     2.855	     2.081
perigo	     1.287	     2.317	     2.161	     3.418	     1.980
escuro	     1.458	     1.440	     1.528	     1.743	     1.503
madrugada	     2.393	     1.245	     1.280	     1.291	     1.378
dia	     3.281	     1.257	     1.378	     1.284	     1.235
deslumbramento	     2.924	     1.306	     1.373	     1.358	     1.340
engano	     1.216	     2.173	     2.115	     2.030	     2.321
decorar	     2.628	     1.277	     1.329	     1.327	     1.392
disforme	     1.422	     2.057	     1.894	     1.999	     2.058
atrasado	     1.444	     2.668	     1.951	     2.367	     2.087
abandonado	     1.112	     3.023	     2.706	     2.180	     2.650
destruição	     1.171	     2.950	     2.756	     2.943	     2.363
detalhe	     2.623	     1.215	     1.278	     1.236	     1.254
sujidade	     1.166	     2.624	     2.500	     2.384	     2.252
incómodo	     1.277	     2.863	     2.304	     2.770	     2.023
perturbar	     1.201	     2.666	     2.083	     2.353	     2.175
boneca	     2.372	     1.267	     1.313	     1.319	     1.332
dólar	     2.209	     1.342	     1.467	     1.423	     1.337
pomba	     1.923	     1.298	     1.321	     1.378	     1.260
sinistro	     1.158	     2.660	     2.207	     2.810	     2.192
manequim	     2.057	     1.299	     1.305	     1.409	     1.269
lixeira	     1.186	     2.436	     2.361	     2.231	     2.408
fácil	     3.275	     1.117	     1.251	     1.264	     1.195
êxtase	     3.987	     1.261	     1.295	     1.474	     1.184
ovo	     1.720	     1.348	     1.331	     1.370	     1.290
cotovelo	     1.636	     1.267	     1.295	     1.302	     1.207
elevador	     2.055	     1.249	     1.253	     1.257	     1.329
acontecimento	     2.580	     1.389	     1.412	     1.606	     1.307
malévolo	     1.136	     2.362	     2.614	     2.282	     2.852
tecido	     1.740	     1.367	     1.368	     1.445	     1.292
queda	     1.255	     2.228	     2.026	     3.121	     1.745
falso	     1.154	     2.652	     2.308	     2.533	     2.503
famoso	     3.148	     1.409	     1.406	     1.464	     1.297
fantasia	     3.793	     1.208	     1.294	     1.295	     1.178
culpa	     1.120	     2.938	     3.052	     3.290	     2.270
favor	     1.871	     1.232	     1.246	     1.287	     1.237
festivo	     4.239	     1.268	     1.295	     1.593	     1.164
febre	     1.140	     2.771	     2.886	     2.671	     2.305
luta	     1.555	     2.537	     2.068	     2.929	     1.926
dedo	     1.739	     1.318	     1.338	     1.362	     1.237
bandeira	     1.905	     1.262	     1.281	     1.327	     1.313
namoriscar	     4.070	     1.303	     1.384	     1.484	     1.278
inundação	     1.196	     2.783	     2.789	     2.757	     2.042
espuma	     2.564	     1.264	     1.389	     1.281	     1.173
pé	     1.734	     1.354	     1.357	     1.401	     1.284
gélido	     1.295	     2.120	     2.145	     1.995	     2.258
diversão	     4.448	     1.192	     1.284	     1.420	     1.125
jogo	     3.004	     1.389	     1.421	     1.460	     1.259
jardim	     3.736	     1.129	     1.247	     1.195	     1.097
vestuário	     2.478	     1.307	     1.339	     1.312	     1.368
género	     1.830	     1.300	     1.314	     1.341	     1.278
germes	     1.194	     2.070	     2.380	     2.104	     2.135
vidro	     1.784	     1.329	     1.359	     1.339	     1.252
bom	     3.494	     1.178	     1.362	     1.316	     1.128
bisbilhotice	     1.377	     2.248	     1.978	     2.033	     2.050
relva	     2.479	     1.240	     1.333	     1.224	     1.200
avareza	     1.233	     2.133	     1.983	     2.011	     2.843
cumprimentar	     3.268	     1.191	     1.283	     1.309	     1.168
granada	     1.166	     2.687	     3.171	     3.276	     2.077
sebo	     1.196	     2.081	     2.628	     2.062	     1.824
sorriso	     3.962	     1.263	     1.281	     1.330	     1.161
queixa	     1.234	     2.240	     2.085	     1.950	     2.492
hábito	     1.788	     1.296	     1.307	     1.252	     1.296
gancho	     1.654	     1.267	     1.249	     1.298	     1.280
hambúrger	     2.354	     1.359	     1.384	     1.427	     1.272
mão	     2.507	     1.244	     1.321	     1.296	     1.339
desvantagem	     1.242	     2.335	     2.109	     2.590	     2.054
casual	     1.721	     1.279	     1.291	     1.315	     1.243
difícil	     1.468	     2.467	     2.028	     2.736	     1.956
adversidades	     1.475	     2.469	     2.030	     2.499	     1.960
chapéu	     1.999	     1.265	     1.299	     1.328	     1.264
feno	     1.663	     1.465	     1.541	     1.437	     1.461
farolim	     1.738	     1.455	     1.471	     1.411	     1.438
curar	     3.733	     1.208	     1.292	     1.301	     1.179
coração	     3.465	     1.347	     1.446	     1.382	     1.273
inferno	     1.206	     2.832	     2.541	     2.681	     2.167
heroína	     1.750	     2.247	     1.822	     2.385	     1.921
dificultar	     1.231	     2.613	     1.959	     2.304	     2.057
feriado	     3.684	     1.156	     1.227	     1.207	     1.181
mel	     2.820	     1.228	     1.270	     1.253	     1.253
prostituta	     1.368	     2.091	     2.032	     1.963	     2.004
esperança	     3.774	     1.115	     1.227	     1.244	     1.167
hotel	     2.640	     1.282	     1.439	     1.300	     1.164
humano	     3.482	     1.217	     1.399	     1.350	     1.184
humilhar	     1.095	     3.069	     3.147	     3.100	     2.581
furacão	     1.393	     2.145	     2.052	     3.143	     1.742
geleira	     1.769	     1.304	     1.311	     1.288	     1.324
ideia	     3.709	     1.303	     1.387	     1.400	     1.195
identidade	     3.119	     1.227	     1.247	     1.302	     1.197
ídolo	     2.761	     1.302	     1.375	     1.314	     1.358
ignorância	     1.140	     2.153	     2.721	     2.264	     2.584
doença	     1.140	     2.920	     3.054	     3.010	     2.353
imaginar	     4.037	     1.292	     1.367	     1.497	     1.202
imaturo	     1.172	     3.021	     2.221	     2.670	     2.451
imoral	     1.197	     2.685	     2.106	     2.195	     2.281
afectar	     1.288	     2.383	     1.983	     2.354	     2.067
incentivo	     3.377	     1.227	     1.275	     1.339	     1.197
indiferente	     1.448	     1.491	     1.685	     1.559	     1.674
infante	     1.864	     1.355	     1.355	     1.366	     1.324
inferior	     1.201	     1.991	     2.076	     1.973	     2.567
habitante	     1.807	     1.255	     1.306	     1.291	     1.192
inocente	     2.087	     1.226	     1.244	     1.266	     1.321
demente	     1.156	     2.788	     2.821	     2.494	     2.360
insecto	     1.513	     1.871	     1.845	     1.910	     1.907
insulto	     1.198	     3.235	     2.732	     3.270	     2.508
intelecto	     3.074	     1.328	     1.350	     1.443	     1.203
coito	     2.713	     1.353	     1.273	     1.492	     1.257
íntimo	     3.406	     1.254	     1.307	     1.373	     1.232
intruso	     1.203	     2.789	     2.622	     2.648	     2.179
invasor	     1.239	     2.418	     2.155	     2.934	     2.012
investir	     2.794	     1.315	     1.337	     1.380	     1.306
item	     1.619	     1.257	     1.283	     1.337	     1.213
piada	     4.024	     1.359	     1.339	     1.474	     1.268
jovial	     3.564	     1.278	     1.320	     1.317	     1.241
revista	     2.008	     1.233	     1.267	     1.258	     1.252
caneca	     1.877	     1.338	     1.356	     1.377	     1.325
lenço	     1.697	     1.327	     1.310	     1.290	     1.293
ketchup	     1.701	     1.252	     1.237	     1.278	     1.289
chaleira	     1.806	     1.256	     1.221	     1.260	     1.281
chave	     1.884	     1.317	     1.336	     1.330	     1.270
pontapé	     1.630	     2.359	     1.897	     2.568	     1.989
crianças	     3.856	     1.166	     1.267	     1.211	     1.131
nó	     1.517	     1.456	     1.440	     1.611	     1.278
cordeiro	     1.905	     1.284	     1.320	     1.241	     1.300
candeeiro	     2.181	     1.243	     1.268	     1.279	     1.339
lanterna	     2.252	     1.319	     1.343	     1.466	     1.265
generoso	     3.660	     1.158	     1.257	     1.241	     1.139
relvado	     2.773	     1.254	     1.351	     1.255	     1.224
acusação	     1.174	     2.743	     2.256	     2.975	     2.151
preguiçoso	     1.641	     1.735	     2.003	     1.903	     1.492
líder	     3.608	     1.379	     1.286	     1.519	     1.276
lenda	     2.513	     1.238	     1.323	     1.270	     1.305
carta	     2.437	     1.297	     1.367	     1.420	     1.226
farol	     2.536	     1.293	     1.433	     1.455	     1.200
flexível	     3.219	     1.243	     1.314	     1.272	     1.233
vivaz	     3.180	     1.375	     1.418	     1.442	     1.248
cacifo	     1.705	     1.404	     1.405	     1.370	     1.413
falhado	     1.154	     2.727	     2.888	     2.672	     2.074
perdido	     1.159	     2.901	     2.699	     2.611	     2.178
lotaria	     3.335	     1.405	     1.447	     1.628	     1.313
protuberância	     1.522	     1.563	     1.606	     1.575	     1.686
máquina	     1.919	     1.437	     1.530	     1.555	     1.344
louco	     2.285	     1.783	     1.674	     2.280	     1.420
maluco	     1.543	     1.915	     1.919	     2.214	     2.076
mágico	     3.478	     1.199	     1.283	     1.369	     1.187
correio	     2.347	     1.374	     1.468	     1.501	     1.301
malária	     1.094	     2.991	     3.072	     3.098	     2.361
deformar	     1.416	     2.139	     1.945	     2.531	     2.037
maníaco	     1.217	     2.528	     2.349	     2.879	     2.014
maneira	     1.873	     1.302	     1.325	     1.343	     1.256
prateleira	     1.833	     1.291	     1.243	     1.285	     1.274
estrume	     1.182	     2.053	     2.042	     1.870	     2.458
mercado	     2.045	     1.307	     1.402	     1.472	     1.297
massacre	     1.046	     2.969	     3.306	     3.918	     2.373
material	     1.724	     1.334	     1.347	     1.398	     1.262
medicina	     2.978	     1.239	     1.282	     1.283	     1.253
melodia	     3.690	     1.124	     1.255	     1.236	     1.110
recordações	     3.074	     1.387	     1.393	     1.416	     1.311
contente	     4.142	     1.292	     1.392	     1.400	     1.174
desordenado	     1.343	     2.142	     2.041	     1.925	     2.177
metal	     1.556	     1.267	     1.230	     1.316	     1.218
método	     2.352	     1.254	     1.283	     1.374	     1.272
leite	     2.527	     1.266	     1.372	     1.292	     1.180
mente	     2.809	     1.191	     1.279	     1.257	     1.230
travessura	     2.524	     1.443	     1.422	     1.596	     1.406
miséria	     1.071	     2.848	     3.045	     3.317	     2.874
erro	     1.253	     2.561	     2.352	     2.756	     2.241
mobilidade	     3.207	     1.321	     1.355	     1.439	     1.184
molde	     1.675	     1.338	     1.383	     1.395	     1.226
temperamental	     2.007	     1.648	     1.667	     1.911	     1.441
moral	     2.594	     1.359	     1.419	     1.426	     1.316
mosquito	     1.299	     2.258	     2.251	     2.988	     2.163
muco	     1.289	     2.128	     2.102	     1.916	     2.290
lamacento	     1.309	     2.256	     2.041	     2.264	     2.020
queque	     2.690	     1.257	     1.339	     1.295	     1.297
museu	     2.507	     1.304	     1.376	     1.318	     1.176
mutação	     1.675	     1.520	     1.687	     1.903	     1.614
místico	     2.602	     1.291	     1.523	     1.536	     1.349
nu	     2.592	     1.389	     1.349	     1.536	     1.382
nome	     1.921	     1.317	     1.322	     1.349	     1.307
narcótico	     1.232	     2.159	     2.032	     1.971	     2.898
desagradável	     1.162	     2.648	     2.226	     2.079	     2.484
natural	     3.213	     1.159	     1.287	     1.203	     1.113
agulha	     1.426	     1.842	     1.778	     1.824	     1.813
negligência	     1.125	     2.937	     2.989	     2.801	     2.270
nervoso	     1.357	     2.330	     2.171	     3.341	     1.853
neurótico	     1.263	     2.581	     2.657	     2.692	     1.997
notícias	     2.083	     1.329	     1.479	     1.640	     1.265
simpático	     3.758	     1.143	     1.238	     1.234	     1.180
mamilo	     2.298	     1.291	     1.286	     1.460	     1.237
ruidoso	     1.247	     2.439	     1.945	     2.451	     2.089
disparate	     1.632	     1.592	     1.588	     1.751	     1.646
laço	     2.399	     1.258	     1.352	     1.241	     1.217
nutrir	     2.809	     1.191	     1.279	     1.257	     1.230
aborrecimento	     1.138	     2.205	     2.419	     2.302	     2.965
freira	     1.842	     1.320	     1.344	     1.305	     1.257
infantário	     2.658	     1.296	     1.428	     1.727	     1.306
obesidade	     1.151	     2.577	     2.387	     2.103	     2.737
obedecer	     1.725	     1.484	     1.434	     1.698	     1.360
repugnante	     1.167	     2.467	     2.507	     2.236	     2.593
obsceno	     1.491	     2.153	     2.008	     2.301	     2.017
obsessão	     1.208	     2.995	     2.399	     2.754	     2.424
invulgar	     2.051	     1.427	     1.516	     1.574	     1.338
ofender	     1.204	     2.985	     2.478	     3.047	     2.487
optimismo	     3.961	     1.203	     1.252	     1.236	     1.132
opção	     2.855	     1.323	     1.388	     1.532	     1.206
orgasmo	     4.060	     1.248	     1.332	     1.534	     1.167
ultrage	     1.205	     2.671	     2.660	     2.702	     2.070
extraordinário	     4.003	     1.312	     1.366	     1.483	     1.296
nublado	     1.428	     1.642	     1.681	     1.717	     1.849
pintura	     3.049	     1.246	     1.384	     1.232	     1.181
panfleto	     1.850	     1.332	     1.322	     1.335	     1.262
paralisia	     1.130	     2.403	     3.029	     2.589	     2.722
parte	     1.624	     1.333	     1.379	     1.386	     1.271
passagem	     2.484	     1.335	     1.277	     1.418	     1.280
paciente	     2.045	     1.240	     1.311	     1.285	     1.308
patriota	     2.856	     1.303	     1.315	     1.387	     1.293
multa	     1.128	     3.007	     2.946	     3.194	     2.239
pénis	     2.814	     1.362	     1.292	     1.574	     1.246
águas-furtadas	     1.623	     1.505	     1.584	     1.439	     1.426
perfume	     3.382	     1.228	     1.415	     1.336	     1.182
mascote	     2.416	     1.262	     1.328	     1.283	     1.330
fase	     1.808	     1.381	     1.427	     1.505	     1.396
porco	     1.354	     1.428	     1.401	     1.505	     1.510
beliscão	     1.425	     2.432	     1.983	     2.512	     2.041
pistola	     1.266	     2.272	     2.109	     2.996	     1.960
piedade	     1.580	     1.540	     1.547	     1.545	     1.489
plano	     2.516	     1.200	     1.232	     1.239	     1.305
póster	     2.122	     1.346	     1.426	     1.774	     1.318
presente	     3.165	     1.306	     1.272	     1.376	     1.227
pressão	     1.279	     2.168	     1.960	     3.342	     1.919
prestígio	     3.648	     1.227	     1.352	     1.326	     1.234
pila	     2.267	     1.410	     1.431	     1.861	     1.359
progresso	     3.531	     1.235	     1.248	     1.310	     1.153
acre	     1.175	     1.900	     2.503	     1.905	     2.077
píton	     1.272	     2.237	     2.199	     2.932	     2.091
qualidade	     3.703	     1.150	     1.292	     1.303	     1.159
litro	     1.719	     1.285	     1.302	     1.334	     1.269
rainha	     2.342	     1.337	     1.373	     1.392	     1.300
rápido	     2.604	     1.385	     1.315	     1.758	     1.216
radiante	     4.005	     1.342	     1.414	     1.452	     1.221
radiador	     1.757	     1.323	     1.336	     1.357	     1.275
rançoso	     1.198	     1.951	     1.992	     1.931	     2.614
navalha	     1.251	     2.685	     2.259	     2.772	     1.890
réptil	     1.568	     1.953	     1.923	     2.640	     1.832
ressentir-se	     1.191	     2.796	     2.589	     2.709	     2.160
restaurante	     2.826	     1.250	     1.264	     1.296	     1.216
reunião	     1.981	     1.464	     1.500	     1.494	     1.351
